Storm Name,DateTime(BJT),Intensity Category,Latitude (°N),Longitude (°E),Pressure (hPa),Max Sustained Wind (m/s)
(nameless),1957010400,2,8.3,135.1,995,20
(nameless),1957010406,2,8.2,134.0,995,20
(nameless),1957010412,2,7.7,132.7,995,20
(nameless),1957010418,2,7.7,131.3,995,20
(nameless),1957010500,1,8.0,129.5,995,15
(nameless),1957010506,1,8.6,128.6,995,15
(nameless),1957010512,1,9.4,127.9,995,15
(nameless),1957010518,1,10.1,127.0,995,15
(nameless),1957010600,1,10.5,125.9,998,15
(nameless),1957010606,0,10.6,124.6,1000,0
(nameless),1957010612,0,10.6,124.0,1002,0
(nameless),1957010618,0,10.7,123.4,1006,0
(nameless),1957010700,0,10.8,122.8,1008,0
Chuck,1995042718,1,5.2,166.2,1006,12
Chuck,1995042800,1,5.5,166.3,1004,15
Chuck,1995042806,1,6.5,166.5,1004,15
Chuck,1995042812,1,7.0,166.5,1002,15
Chuck,1995042818,1,7.3,166.2,1002,15
Chuck,1995042900,2,7.4,165.5,998,18
Chuck,1995042906,2,7.3,164.5,998,18
Chuck,1995042912,2,7.1,163.7,998,18
Chuck,1995042918,2,6.9,163.1,998,18
Chuck,1995043000,2,6.7,162.7,998,18
Chuck,1995043006,2,6.6,162.6,998,18
Chuck,1995043012,2,6.4,162.3,998,18
Chuck,1995043018,2,5.9,161.9,998,18
Chuck,1995050100,1,5.4,161.6,1002,15
Chuck,1995050106,1,5.9,161.9,1002,15
Chuck,1995050112,1,6.8,161.7,1004,12
Chuck,1995050118,1,7.8,161.3,1004,12
Chuck,1995050200,1,8.8,160.8,1004,12
Chuck,1995050206,1,9.6,160.1,1004,12
Chuck,1995050212,0,10.3,159.2,1006,10
Chuck,1995050218,0,11.0,158.2,1006,10
Chuck,1995050300,0,11.5,157.7,1006,10
Chuck,1995050306,0,11.8,157.1,1006,10
Chuck,1995050312,0,12.0,156.5,1006,10
Chuck,1995050318,0,12.2,155.9,1006,10
Chuck,1995050400,0,12.3,155.2,1008,10
Mamie,1982031406,0,7.0,152.0,1003,10
Mamie,1982031412,0,7.5,150.5,1003,10
Mamie,1982031418,0,7.5,149.0,1003,10
Mamie,1982031500,1,8.0,148.0,1003,12
Mamie,1982031506,1,7.9,147.7,1002,12
Mamie,1982031512,1,7.8,147.2,1002,12
Mamie,1982031518,1,7.5,146.5,1000,15
Mamie,1982031600,2,7.2,146.2,995,20
Mamie,1982031606,3,7.1,145.5,994,25
Mamie,1982031612,3,7.2,144.5,994,25
Mamie,1982031618,3,7.5,143.3,994,25
Mamie,1982031700,3,7.8,142.3,994,25
Mamie,1982031706,3,7.8,141.3,992,25
Mamie,1982031712,3,7.9,140.0,992,25
Mamie,1982031718,3,8.0,138.3,992,25
Mamie,1982031800,3,8.0,136.8,992,25
Mamie,1982031806,3,8.2,135.2,992,25
Mamie,1982031812,3,8.3,133.8,990,25
Mamie,1982031818,3,8.3,132.3,990,25
Mamie,1982031900,3,8.2,130.2,988,30
Mamie,1982031906,3,8.1,128.1,988,30
Mamie,1982031912,3,8.2,126.8,988,30
Mamie,1982031918,3,8.5,125.0,995,25
Mamie,1982032000,2,8.5,122.7,998,20
Mamie,1982032006,2,8.5,121.0,998,20
Mamie,1982032012,2,8.8,119.9,998,20
Mamie,1982032018,2,9.3,118.8,998,20
Mamie,1982032100,1,10.1,118.0,1000,15
Mamie,1982032106,1,11.0,117.0,1002,15
Mamie,1982032112,1,11.3,115.9,1004,15
Mamie,1982032118,1,11.5,115.0,1005,15
Mamie,1982032200,1,11.5,114.5,1005,15
Mamie,1982032206,1,11.6,114.1,1005,15
Mamie,1982032212,1,11.7,113.8,1006,15
Mamie,1982032218,1,11.8,113.5,1006,15
Mamie,1982032300,1,12.0,113.2,1006,15
Mamie,1982032306,1,12.2,112.5,1007,15
Mamie,1982032312,1,12.3,112.0,1007,15
Mamie,1982032318,1,12.5,111.6,1007,15
Mamie,1982032400,1,12.5,110.7,1008,12
Mamie,1982032406,1,12.5,110.0,1008,12
Mamie,1982032412,1,12.0,109.0,1008,12
(nameless),2008011306,1,13.0,118.1,1002,13
(nameless),2008011312,1,13.3,117.2,1000,15
(nameless),2008011318,1,13.3,116.0,1000,15
(nameless),2008011400,1,12.8,114.9,1000,15
(nameless),2008011406,1,12.4,113.7,1000,15
(nameless),2008011412,1,11.8,112.8,1000,15
(nameless),2008011418,1,11.0,112.1,1000,15
(nameless),2008011500,1,9.7,111.7,1002,13
(nameless),2008011506,1,9.0,111.3,1002,13
(nameless),2008011512,1,8.1,110.9,1002,13
(nameless),2008011518,1,7.7,110.3,1002,13
(nameless),2008011600,1,7.4,109.7,1002,13
(nameless),2008011606,0,7.1,109.0,1004,10
(nameless),2008011612,0,6.4,108.3,1004,10
Damrey,2000050500,1,9.6,136.0,1004,15
Damrey,2000050506,1,9.9,135.0,1004,15
Damrey,2000050512,1,10.2,134.4,1004,15
Damrey,2000050518,1,10.7,133.7,1002,15
Damrey,2000050600,1,11.1,133.0,1002,15
Damrey,2000050606,1,11.8,132.3,1002,15
Damrey,2000050612,1,12.5,132.1,1000,15
Damrey,2000050618,1,13.0,131.8,1000,15
Damrey,2000050700,2,13.2,131.6,995,20
Damrey,2000050706,3,13.4,131.3,985,25
Damrey,2000050712,3,13.7,131.2,980,28
Damrey,2000050718,3,13.8,131.3,980,30
Damrey,2000050800,4,14.0,131.5,975,33
Damrey,2000050806,4,14.3,132.0,970,35
Damrey,2000050812,4,14.6,132.4,970,35
Damrey,2000050818,4,15.1,133.0,965,40
Damrey,2000050900,5,15.6,133.5,955,45
Damrey,2000050906,5,16.4,134.4,945,50
Damrey,2000050912,5,17.3,135.3,940,50
Damrey,2000050918,5,18.7,136.0,935,50
Damrey,2000051000,5,19.5,136.8,935,50
Damrey,2000051006,5,20.8,137.8,945,45
Damrey,2000051012,4,22.2,138.8,955,40
Damrey,2000051018,4,23.0,139.5,955,40
Damrey,2000051100,4,23.7,139.9,965,35
Damrey,2000051106,3,25.1,141.1,975,30
Damrey,2000051112,3,26.0,142.0,980,28
Damrey,2000051118,3,26.9,143.5,980,25
Damrey,2000051200,2,27.7,145.9,990,20
Damrey,2000051206,2,28.3,147.9,995,18
Damrey,2000051212,9,28.4,149.5,998,15
Roy,1988010718,1,6.0,173.0,1000,15
Roy,1988010800,2,7.6,171.8,995,20
Roy,1988010806,2,7.9,170.8,995,20
Roy,1988010812,3,8.3,169.5,990,25
Roy,1988010818,3,8.4,168.0,985,25
Roy,1988010900,3,8.2,166.6,985,25
Roy,1988010906,3,8.3,165.3,985,25
Roy,1988010912,3,8.3,163.8,980,30
Roy,1988010918,3,8.4,162.2,980,30
Roy,1988011000,4,8.7,160.0,970,35
Roy,1988011006,5,9.3,157.5,955,45
Roy,1988011012,5,10.0,155.4,945,50
Roy,1988011018,5,10.8,153.4,945,50
Roy,1988011100,5,11.4,151.9,945,50
Roy,1988011106,5,11.8,150.4,950,50
Roy,1988011112,5,12.3,149.0,950,50
Roy,1988011118,5,12.8,147.8,950,50
Roy,1988011200,5,13.2,147.0,950,50
Roy,1988011206,5,14.0,145.7,945,50
Roy,1988011212,5,14.3,144.4,945,50
Roy,1988011218,5,14.8,143.3,945,50
Roy,1988011300,5,15.0,142.5,940,50
Roy,1988011306,5,15.3,141.7,940,50
Roy,1988011312,5,15.3,141.2,945,45
Roy,1988011318,5,14.7,140.3,945,45
Roy,1988011400,5,14.2,139.2,945,45
Roy,1988011406,4,13.5,137.6,950,40
Roy,1988011412,4,12.7,135.9,950,40
Roy,1988011418,4,12.3,134.1,950,40
Roy,1988011500,5,12.4,132.0,945,45
Roy,1988011506,5,12.7,129.7,945,45
Roy,1988011512,4,12.8,127.8,950,40
Roy,1988011518,4,12.9,126.1,950,40
Roy,1988011600,4,13.0,124.2,960,35
Roy,1988011606,4,13.3,123.0,970,35
Roy,1988011612,3,13.5,122.2,980,30
Roy,1988011618,3,13.6,121.3,985,25
Roy,1988011700,2,13.6,120.0,990,20
Roy,1988011706,2,13.6,117.9,990,20
Roy,1988011712,2,13.7,116.9,990,20
Roy,1988011718,2,13.6,115.9,995,20
Roy,1988011800,2,13.4,114.9,998,20
Roy,1988011806,1,13.3,114.0,1002,15
Winona,1989011718,1,16.7,156.7,1002,15
Winona,1989011800,1,16.9,154.3,1002,15
Winona,1989011806,1,16.7,152.0,1002,15
Winona,1989011812,1,16.3,150.2,1000,15
Winona,1989011818,1,16.0,148.2,1000,15
Winona,1989011900,1,15.5,145.6,1000,15
Winona,1989011906,2,15.2,143.4,995,20
Winona,1989011912,2,14.0,140.0,995,20
Winona,1989011918,2,13.4,137.0,995,20
Winona,1989012000,2,13.0,133.8,995,20
Winona,1989012006,1,13.6,132.1,1000,15
Winona,1989012012,1,14.0,130.4,1002,15
Winona,1989012018,1,13.5,128.5,1002,12
Winona,1989012100,1,13.0,127.0,1004,12
NICHOLE,1998070800,1,20.1,118.3,1004,12
NICHOLE,1998070806,1,20.8,118.8,1002,15
NICHOLE,1998070812,1,21.6,118.7,1002,15
NICHOLE,1998070818,1,22.1,118.6,1002,15
NICHOLE,1998070900,1,22.5,118.6,1002,15
NICHOLE,1998070906,2,22.8,119.0,998,18
NICHOLE,1998070912,2,22.9,119.5,998,18
NICHOLE,1998070918,2,23.0,120.3,998,18
NICHOLE,1998071000,2,23.9,119.8,998,18
NICHOLE,1998071006,1,24.2,119.3,1000,15
NICHOLE,1998071012,1,24.4,119.1,1000,15
NICHOLE,1998071018,1,24.5,118.7,1002,12
NICHOLE,1998071100,1,24.4,118.1,1002,12
Irma,1993030900,1,5.0,169.0,1006,12
Irma,1993030906,1,5.0,168.0,1004,12
Irma,1993030912,1,5.0,167.0,1002,15
Irma,1993030918,1,5.2,166.0,1002,15
Irma,1993031000,1,5.3,165.0,1002,15
Irma,1993031006,1,5.5,164.5,1002,15
Irma,1993031012,1,5.4,164.0,1002,15
Irma,1993031018,1,5.3,163.5,1002,15
Irma,1993031100,1,5.2,163.0,1002,15
Irma,1993031106,1,5.4,162.3,1000,15
Irma,1993031112,1,5.0,162.0,1000,15
Irma,1993031118,1,4.7,162.1,1000,15
Irma,1993031200,1,4.5,162.5,1000,15
Irma,1993031206,1,4.5,162.5,1000,15
Irma,1993031212,1,5.8,162.0,1000,15
Irma,1993031218,1,5.9,161.0,1000,15
Irma,1993031300,1,6.6,159.5,1000,15
Irma,1993031306,1,7.5,158.5,1000,15
Irma,1993031312,2,8.8,156.9,995,20
Irma,1993031318,2,10.0,155.8,995,20
Irma,1993031400,3,10.8,154.6,992,25
Irma,1993031406,3,11.7,153.2,990,25
Irma,1993031412,3,12.4,152.4,990,25
Irma,1993031418,3,12.9,151.7,990,25
Irma,1993031500,3,13.3,150.7,990,25
Irma,1993031506,3,13.6,150.0,990,25
Irma,1993031512,3,14.5,149.6,990,25
Irma,1993031518,3,15.4,149.6,990,25
Irma,1993031600,3,16.4,150.0,990,25
Irma,1993031606,3,16.8,150.8,990,25
Irma,1993031612,3,17.2,151.2,990,25
Irma,1993031618,3,17.6,151.6,990,25
Irma,1993031700,2,17.6,151.6,995,20
Irma,1993031706,2,17.6,151.6,998,20
Irma,1993031712,1,18.0,152.0,1000,15
Rita,1961011312,0,7.0,141.0,1005,0
Rita,1961011318,0,7.3,139.4,1002,0
Rita,1961011400,0,7.5,137.6,1002,0
Rita,1961011406,1,7.6,136.5,1000,15
Rita,1961011412,1,8.0,135.4,1000,15
Rita,1961011418,1,8.4,133.9,1000,15
Rita,1961011500,1,9.1,132.6,1002,15
Rita,1961011506,1,9.4,132.3,1002,15
Rita,1961011512,1,9.7,132.1,1000,15
Rita,1961011518,1,9.9,131.9,1000,15
Rita,1961011600,2,10.2,131.8,999,20
Rita,1961011606,2,10.6,131.8,996,20
Rita,1961011612,2,11.1,132.1,998,20
Rita,1961011618,2,11.5,132.5,998,20
Rita,1961011700,1,11.8,133.2,1000,15
Rita,1961011706,1,12.0,133.9,1000,15
Rita,1961011712,1,12.2,134.7,1002,15
Rita,1961011718,1,12.3,135.5,1002,15
Rita,1961011800,1,12.4,136.2,1002,15
Rita,1961011806,1,12.5,137.0,1000,15
Rita,1961011812,1,12.6,137.9,1000,15
Rita,1961011818,1,12.8,138.9,1002,15
Rita,1961011900,1,13.2,139.7,1002,15
Rita,1961011906,1,13.5,140.3,1002,15
Rita,1961011912,0,13.9,141.1,1004,10
Rita,1961011918,0,14.3,141.8,1004,10
Rita,1961012000,0,14.7,142.5,1004,10
Rita,1961012006,0,15.0,143.5,1004,10
Judy,1986013012,1,4.5,152.5,1002,15
Judy,1986013018,1,3.5,151.0,1002,15
Judy,1986013100,1,2.7,150.0,1002,15
Judy,1986013106,1,3.0,148.5,1000,15
Judy,1986013112,1,3.3,147.0,1000,15
Judy,1986013118,1,3.9,145.5,1000,15
Judy,1986020100,1,4.3,143.6,998,15
Judy,1986020106,2,4.5,142.0,998,20
Judy,1986020112,2,5.0,141.0,998,20
Judy,1986020118,2,5.5,139.0,996,20
Judy,1986020200,2,6.4,137.5,996,20
Judy,1986020206,2,7.8,136.2,994,20
Judy,1986020212,3,8.8,134.9,992,25
Judy,1986020218,3,9.7,133.2,990,25
Judy,1986020300,3,10.7,132.2,990,25
Judy,1986020306,3,11.4,131.7,983,30
Judy,1986020312,3,12.4,131.0,983,30
Judy,1986020318,3,13.5,130.8,980,30
Judy,1986020400,4,15.0,131.6,975,35
Judy,1986020406,4,16.1,132.3,975,35
Judy,1986020412,4,17.1,133.5,972,35
Judy,1986020418,4,18.0,135.2,970,35
Judy,1986020500,3,18.7,136.5,975,30
Judy,1986020506,3,18.7,138.0,980,25
Judy,1986020512,2,18.5,139.0,998,20
Judy,1986020518,1,18.8,140.2,1000,15
Judy,1986020600,1,18.7,141.8,1005,15
Sonamu,2013010100,0,4.3,140.8,1008,10
Sonamu,2013010106,0,4.5,139.0,1006,10
Sonamu,2013010112,0,5.0,136.8,1006,10
Sonamu,2013010118,1,5.8,134.5,1004,13
Sonamu,2013010200,1,6.4,132.2,1006,13
Sonamu,2013010206,1,7.3,130.0,1004,13
Sonamu,2013010212,1,7.7,128.1,1006,13
Sonamu,2013010218,1,8.1,126.3,1004,15
Sonamu,2013010300,1,8.6,123.5,1004,15
Sonamu,2013010306,1,8.9,121.3,1004,15
Sonamu,2013010312,2,8.8,119.5,1002,18
Sonamu,2013010318,2,8.7,117.9,1002,18
Sonamu,2013010400,2,8.6,116.7,1002,18
Sonamu,2013010406,2,8.5,115.2,1000,20
Sonamu,2013010412,2,8.3,114.1,998,20
Sonamu,2013010418,2,8.1,113.1,996,20
Sonamu,2013010500,2,8.0,112.1,992,23
Sonamu,2013010506,2,7.9,111.4,992,23
Sonamu,2013010512,2,7.7,110.8,992,23
Sonamu,2013010518,2,7.5,110.5,992,23
Sonamu,2013010600,2,7.4,110.1,992,23
Sonamu,2013010606,2,7.3,109.6,994,20
Sonamu,2013010612,2,7.3,109.1,998,20
Sonamu,2013010618,2,7.1,108.7,998,20
Sonamu,2013010700,2,6.7,108.3,998,20
Sonamu,2013010706,2,6.4,108.3,1000,18
Sonamu,2013010712,2,6.1,108.4,1000,18
Sonamu,2013010718,2,5.9,108.5,1002,18
Sonamu,2013010800,1,5.7,108.6,1004,15
Sonamu,2013010806,1,5.5,108.9,1006,15
Sonamu,2013010812,1,5.1,109.3,1006,15
Sonamu,2013010818,1,4.6,109.8,1008,13
Sonamu,2013010900,1,4.2,110.3,1008,13
Sonamu,2013010906,0,4.0,110.7,1010,10
Koryn,1990011206,1,7.0,152.5,1000,15
Koryn,1990011212,1,8.0,151.5,1000,15
Koryn,1990011218,1,8.5,150.5,998,15
Koryn,1990011300,1,9.0,149.5,998,15
Koryn,1990011306,2,9.7,148.2,995,20
Koryn,1990011312,2,11.2,146.6,995,20
Koryn,1990011318,2,12.7,145.5,995,20
